,Mkt-RF,SMB,HML,RF,PG_PRC,PG_DIV,AAPL_PRC,AAPL_DIV,PG_RET,AAPL_RET
201811,    1.69,   -0.81,    0.27,    0.18,90.2143,0.0,43.6802,0.73,0.06574183129689204,-0.1675049066563692
201812,   -9.55,   -2.63,   -1.49,    0.19,87.742,0.0,38.5828,0.0,-0.027404746254196866,-0.1166981836163754
201901,    8.41,    3.00,   -0.60,    0.21,92.8139,0.7172,40.7108,0.0,0.0659786647215701,0.055154110121608646
201902,    3.40,    2.07,   -2.83,    0.18,94.815,0.0,42.5335,0.73,0.021560348180606592,0.06270326301620188
201903,    1.10,   -3.16,   -4.04,    0.19,100.1066,0.0,46.6603,0.0,0.05580973474661177,0.09702469817908255
201904,    3.96,   -1.70,    1.96,    0.21,103.1664,0.7459,49.2937,0.0,0.03801647443824874,0.05643769971474688
201905,   -6.94,   -1.23,   -2.35,    0.21,99.7075,0.0,43.1731,0.77,-0.03352738876223271,-0.10854531106409138
201906,    6.93,    0.33,   -1.08,    0.18,106.2378,0.0,48.808,0.0,0.06549457162199435,0.13051877210577878
201907,    1.19,   -2.05,    0.17,    0.19,115.1056,0.7459,52.5367,0.0,0.09049227299511098,0.07639526307162758
201908,   -2.58,   -2.42,   -5.05,    0.16,117.2412,0.0,51.6735,0.77,0.018553397923298354,-0.0017739979861697286
201909,    1.43,   -0.96,    6.81,    0.18,121.288,0.0,55.4436,0.0,0.03451687631992839,0.07296002786728217
201910,    2.06,    0.26,   -2.04,    0.15,122.1913,0.7459,61.5804,0.0,0.013597388035090141,0.11068545332554147
201911,    3.87,    0.87,   -1.80,    0.12,119.7869,0.0,66.3539,0.77,-0.019677342003890597,0.090020526011523
201912,    2.77,    0.68,    1.93,    0.14,122.574,0.0,72.9086,0.0,0.023267151917279794,0.0987839448773924
202001,   -0.11,   -3.10,   -6.37,    0.13,123.0291,0.7459,76.8464,0.0,0.009798162742506555,0.05401008934474105
202002,   -8.13,    0.98,   -4.05,    0.12,111.7845,0.0,68.0343,0.77,-0.09139788879216382,-0.1046516167315581
202003,  -13.39,   -5.15,  -14.17,    0.12,108.5957,0.0,63.2881,0.0,-0.02852631626030444,-0.06976187011551527
202004,   13.65,    2.76,   -1.18,    0.00,117.1359,0.7907,73.1214,0.0,0.08592329162204404,0.15537360104032194
202005,    5.58,    2.46,   -4.92,    0.01,115.198,0.0,79.3386,0.82,-0.016544031334543963,0.09623995164206378
202006,    2.45,    2.68,   -2.19,    0.01,118.8253,0.0,91.032,0.0,0.03148752582510128,0.14738601386966743
202007,    5.77,   -2.31,   -1.27,    0.01,131.12,0.7907,106.0643,0.0,0.11012301252342716,0.16513204147991933
